Wavelength;A3791_e;A3792_e;A3793_e;A3797_e;A3798_e;A3799_c;A3800_e;A3801_e;A3803_c;A3804_e;A3805_e;A3694_c;A3705_e;A3710_e;A3476_e;A3479_e;A3480_c;A3484_c;A3394_e;A3232_e;A3244_c;A3149_e;A3151_e;A3154_e;A3049_e;A3051_e;A3094_c;A3100_e;A3115_c;A2751;A2752;A2759;A2760;A2761;A2762;A2763;A2764;A2765;A2814;A2543;A2548;A2550;A2554;A2555;A2556;A2561;A2565;A2567;A2568;A2570;A2575;A2605;A2607;A261;A2617;A2619;A2620;A2621;A2622;A2625;A2627;A2643;A2650;A2651
350;0.023225327;0.011012183;0.022587412;0.02828285;0.024692389;0.366014914;0.022495547;0.027727655;0.422281368;0.032715826;0.020363913;0.830583428;0.110692235;0.078218706;0.03329643;0.141196628;0.148024085;0.229884879;0.065298592;0.040456895;0.247755356;0.038086214;0.095670744;0.023590919;0.015051023;0.018116688;0.429041367;0.016911206;0.267319345;0.112826738;0.027743334;0.326739736;0.104204098;0.226656257;0.274025694;0.102239092;0.145077522;0.081899947;0.346860518;0.563931188;0.422330049;0.833520906;0.522478407;0.20135029;0.218636431;0.199806458;0.278732906;0.791483836;0.314084923;0.195328602;0.339428235;0.491287363;0.154272758;0.129267115;0.191731172;0.150001748;0.166170712;0.06337257;0.354971096;0.230238578;0.406417275;0.224796809;0.763430288;0.216002282
351;0.023256345;0.009414525;0.022717383;0.026276059;0.023229369;0.374824129;0.021198381;0.025488267;0.430118022;0.03188503;0.019295148;0.842979294;0.100431395;0.067520218;0.032763142;0.139607138;0.152738137;0.234314032;0.064618884;0.036808286;0.252783103;0.037476206;0.09701184;0.022852138;0.0144934;0.021140181;0.443069519;0.014876142;0.277589711;0.114335485;0.027348568;0.333023655;0.105085528;0.231359842;0.278684033;0.106281123;0.147505435;0.084025104;0.358177967;0.568803162;0.431537983;0.846441595;0.528636182;0.207955082;0.223106199;0.204920627;0.284851983;0.8084936;0.322714794;0.196551306;0.344406752;0.499257146;0.156109701;0.136270045;0.194750376;0.153663201;0.17076852;0.065490966;0.36420525;0.234868024;0.413701883;0.228999647;0.771857462;0.222355802
352;0.023232609;0.009336149;0.022222574;0.025199757;0.022822848;0.381755067;0.020520553;0.024149542;0.437644384;0.030963178;0.01881912;0.855602579;0.095006269;0.064011413;0.031717666;0.137844612;0.156191294;0.237628356;0.065542408;0.034528115;0.256561968;0.036263287;0.094841235;0.019447672;0.015564268;0.023193229;0.45546653;0.015339313;0.287134534;0.114111025;0.027138927;0.339148966;0.106215197;0.234350641;0.283678094;0.108038937;0.150390434;0.085150602;0.368862796;0.575640121;0.4398094;0.860250559;0.535511931;0.211702105;0.226021936;0.208102562;0.290521154;0.824509461;0.329616302;0.199177315;0.348936483;0.508617296;0.157776926;0.141544369;0.197574415;0.155962706;0.173090882;0.067179241;0.370743237;0.23921666;0.420424801;0.233252371;0.780888087;0.227339619
353;0.022841161;0.010465855;0.02091555;0.025142916;0.02282198;0.387023412;0.02067137;0.024211411;0.444438407;0.03008581;0.01871374;0.868793759;0.092425614;0.065316153;0.030532217;0.136166465;0.156998152;0.239983581;0.067284341;0.033600021;0.2590255;0.034294218;0.09040213;0.016217701;0.016574829;0.023196232;0.465772283;0.016301829;0.293680562;0.113588772;0.027224086;0.346002178;0.108897388;0.238313976;0.290562168;0.108634878;0.154950465;0.086055231;0.379516329;0.584148762;0.446630965;0.874068062;0.543155245;0.213198313;0.229015145;0.211243167;0.295340066;0.839713887;0.333632833;0.20344742;0.353024874;0.518826749;0.159277909;0.144423031;0.20096921;0.157842314;0.173993587;0.068416224;0.375792689;0.243516978;0.427327766;0.23683184;0.791444663;0.230810205
354;0.020918068;0.010308107;0.019811841;0.023914433;0.021488433;0.39452752;0.019464412;0.024116906;0.451039181;0.028352138;0.017102994;0.880240737;0.084096922;0.058247696;0.032115774;0.13457868;0.158965663;0.243817558;0.066285629;0.033494829;0.262491528;0.034266836;0.089480431;0.018062792;0.015201005;0.022019463;0.477257292;0.01563887;0.299912541;0.118342655;0.02878418;0.354712898;0.113735275;0.247185933;0.299412168;0.113895631;0.160968636;0.089355764;0.391694237;0.590001294;0.45289068;0.883868127;0.551603528;0.216986847;0.234233686;0.217720981;0.300173155;0.85533662;0.33789701;0.206607629;0.356925906;0.525842294;0.160379907;0.147844795;0.20304321;0.160821389;0.177575157;0.070404707;0.382250404;0.247302067;0.436028083;0.239742935;0.803511589;0.234129343
355;0.020382837;0.009649158;0.018975603;0.023572716;0.020784386;0.400384397;0.019413158;0.023509188;0.4569771;0.027685754;0.015789307;0.894286757;0.078664694;0.0570288;0.030632027;0.134605716;0.163570204;0.248617624;0.064315226;0.032449222;0.26389494;0.033451128;0.090068518;0.01810503;0.013691712;0.020954112;0.487306134;0.014427913;0.307703299;0.121554438;0.029504481;0.3617303;0.114170156;0.253024756;0.30538501;0.116412302;0.164997808;0.092736456;0.401870872;0.595957165;0.459574187;0.892506663;0.556297714;0.221526989;0.238671309;0.223606784;0.303937075;0.868933174;0.344326116;0.2077261;0.359845175;0.534749449;0.16402187;0.150251901;0.208281457;0.163548885;0.180381796;0.07058909;0.389498604;0.250310029;0.443749275;0.243084978;0.810753622;0.239986457
356;0.020696973;0.009095041;0.018412914;0.023126012;0.020383205;0.406160085;0.019395972;0.02221191;0.462817277;0.028333489;0.015469553;0.909311716;0.077254205;0.056356092;0.028489426;0.135189115;0.166481703;0.252883168;0.063962807;0.03005274;0.264804089;0.032943359;0.091396855;0.018112684;0.013558336;0.021353849;0.496543842;0.014890084;0.316039135;0.123381559;0.029728478;0.368948369;0.114192284;0.256521312;0.308874311;0.116680874;0.167623462;0.094940815;0.410927627;0.601238508;0.466533299;0.901313097;0.561233853;0.225254101;0.241235421;0.227976775;0.307395359;0.881470796;0.349509377;0.208476785;0.362466001;0.542866875;0.165688113;0.153860129;0.213651779;0.164874878;0.183201873;0.071012014;0.396041994;0.253239994;0.451413569;0.246527706;0.817133053;0.244789173
357;0.020924847;0.008970582;0.017998789;0.021962626;0.019903723;0.413086606;0.018848827;0.020593197;0.468726376;0.029543089;0.015972869;0.923394115;0.077461076;0.052148135;0.027866681;0.135226671;0.166096919;0.256081894;0.065912174;0.02697474;0.266924356;0.033090827;0.09231525;0.019202644;0.015010897;0.023309839;0.506423794;0.016984007;0.323933942;0.124632183;0.030220191;0.377453869;0.117099176;0.259791234;0.31217589;0.116904955;0.170274692;0.095886746;0.420317099;0.605588664;0.473437216;0.910665093;0.568800322;0.227799369;0.242371159;0.231374989;0.311416971;0.893985893;0.352070698;0.210377027;0.365230844;0.548510752;0.164024798;0.159449905;0.216665911;0.165296355;0.186404618;0.073218534;0.401603117;0.256655761;0.459722825;0.249917369;0.825685129;0.246799348
358;0.02058782;0.009065001;0.017347787;0.02139862;0.019753697;0.419692508;0.019935744;0.019978636;0.473341712;0.029042432;0.015791023;0.935760066;0.071772737;0.049825854;0.027378338;0.134313404;0.168833807;0.260235383;0.066559258;0.02543771;0.270804171;0.030917181;0.09012567;0.017504775;0.016042667;0.024364686;0.519951406;0.014954236;0.332027152;0.124447331;0.031691537;0.384670625;0.12084059;0.264728094;0.320052202;0.120241872;0.174658072;0.097478452;0.431442744;0.61095271;0.479932988;0.91928579;0.574739977;0.231161675;0.24474632;0.236176911;0.316371121;0.906012634;0.356852222;0.213691424;0.367301328;0.554568983;0.167097138;0.16345019;0.218156011;0.168855712;0.187412834;0.076342787;0.408725336;0.260408066;0.467105901;0.253945372;0.833460841;0.250210123
359;0.020506336;0.009403754;0.017177471;0.020641427;0.019565236;0.426084899;0.020262425;0.020419868;0.479229342;0.028506893;0.015395659;0.948592512;0.068205826;0.048904481;0.027080427;0.134024915;0.171872883;0.26390474;0.06806653;0.025143954;0.2747101;0.030533365;0.088518233;0.017465009;0.015578068;0.025598499;0.52994785;0.014279832;0.339809767;0.125296147;0.033040746;0.390845856;0.123517521;0.269491222;0.327151413;0.122379556;0.179784146;0.100257591;0.441996231;0.616713854;0.485956992;0.928439324;0.580142749;0.235547664;0.248255945;0.240796811;0.322247359;0.918075645;0.36187428;0.217543026;0.370472988;0.561262983;0.171181395;0.16725835;0.221636857;0.172296751;0.190826403;0.078156271;0.415888783;0.264934105;0.475879587;0.258629455;0.840802685;0.255127107
360;0.020541749;0.009888946;0.017218573;0.020217;0.01928999;0.432226923;0.019803056;0.020766196;0.485509011;0.028316139;0.015083271;0.962383877;0.066616002;0.047837728;0.027182185;0.134283702;0.174661404;0.267112372;0.069795285;0.024890704;0.277934125;0.030591414;0.087853847;0.018193375;0.015046926;0.02692913;0.538505464;0.015686392;0.346925314;0.127237648;0.033970861;0.397344705;0.125590622;0.273846585;0.332780685;0.123305419;0.183840791;0.102720387;0.451826296;0.62220313;0.4914753;0.937040153;0.585045042;0.239675718;0.252130192;0.244905099;0.327808925;0.929804619;0.366394591;0.221151678;0.373745873;0.56787436;0.174549545;0.171427163;0.225573613;0.174816797;0.195445525;0.079557084;0.423126839;0.268908197;0.485423568;0.263397594;0.848423693;0.260215173
361;0.020280101;0.01029336;0.016914531;0.02086486;0.019042487;0.438120974;0.019547804;0.019760867;0.490278211;0.028329979;0.015015914;0.976974499;0.064089701;0.045293658;0.027741083;0.134303272;0.177431596;0.270515093;0.07036397;0.023534752;0.280455125;0.028407878;0.087176474;0.017112561;0.016271094;0.027669484;0.55076193;0.017456921;0.353388507;0.12914485;0.034567792;0.405430006;0.128237093;0.278311993;0.338300975;0.124835936;0.185467294;0.103134201;0.461763066;0.626858416;0.496648793;0.943570979;0.589341208;0.242087187;0.255350448;0.248744155;0.331773425;0.940475065;0.370241128;0.223968111;0.375375687;0.573414882;0.176653095;0.176024745;0.227193499;0.176901977;0.198229205;0.082301656;0.430831319;0.270970395;0.494007576;0.267618476;0.856747011;0.263879972
362;0.020431602;0.009813584;0.016816675;0.020853917;0.018961748;0.444032942;0.019963445;0.019115755;0.495234965;0.028734111;0.014778593;0.992028168;0.06486801;0.045232605;0.027179219;0.133793008;0.178976474;0.274503127;0.071621072;0.02321956;0.283178422;0.029161558;0.087185012;0.016753506;0.015205764;0.026106393;0.562289249;0.016359553;0.3609222;0.129789178;0.034551653;0.411765467;0.12925974;0.283316622;0.343928725;0.127285035;0.188798867;0.104813106;0.47226708;0.631239076;0.502948249;0.950817312;0.595010981;0.244902931;0.257680954;0.252666523;0.336289313;0.949773948;0.37379889;0.226625407;0.377167072;0.578498213;0.179289192;0.180306233;0.231502411;0.180337993;0.201926759;0.084000327;0.437419363;0.27498323;0.501553753;0.272240089;0.863001922;0.267805288
363;0.020595058;0.009377652;0.016889235;0.021160977;0.019471805;0.450425378;0.020252496;0.018997853;0.500801323;0.030044161;0.015032533;1.007225723;0.064033275;0.045851622;0.026699175;0.133178647;0.180961414;0.278222366;0.073249246;0.023862893;0.286510825;0.030025287;0.087352503;0.015932036;0.013774709;0.025715185;0.571891365;0.015661326;0.368637378;0.130707902;0.036290824;0.417815707;0.130376723;0.289057272;0.349762919;0.130039901;0.193055538;0.107857002;0.482368892;0.634771607;0.508503072;0.957279888;0.59900585;0.247594186;0.25944168;0.256529662;0.340546655;0.958391296;0.376051193;0.228569799;0.379323919;0.582473105;0.181521041;0.18376338;0.235696899;0.183338969;0.204889459;0.085129911;0.442483527;0.278432422;0.508745016;0.276250849;0.867798898;0.27120763
364;0.020692584;0.00958179;0.017151163;0.021825697;0.020298958;0.457412947;0.02042688;0.019233624;0.506782075;0.031862005;0.015778276;1.022615742;0.060724847;0.04569056;0.026857008;0.133013568;0.183737568;0.281555901;0.075027479;0.024499646;0.289563388;0.030108094;0.087305032;0.014930217;0.014295733;0.027930072;0.580622359;0.016897814;0.376138304;0.132729845;0.039497743;0.42514601;0.132451958;0.295031486;0.355744652;0.132654309;0.197296765;0.111495965;0.492110849;0.637934089;0.512655989;0.962808216;0.601715201;0.25020449;0.261111472;0.260220008;0.344360028;0.966904752;0.377710506;0.230241382;0.381803052;0.586010129;0.18342329;0.186912204;0.238420603;0.185264246;0.206777303;0.086543709;0.447129954;0.28034167;0.516281457;0.279603783;0.872696145;0.274221706
365;0.021203654;0.010466555;0.017794613;0.021406617;0.020292057;0.464714047;0.021692676;0.019444746;0.512400555;0.032634351;0.016093594;1.038521949;0.05998743;0.04428695;0.02710668;0.133959644;0.185690848;0.285451493;0.077129247;0.023289739;0.289791099;0.031829882;0.086949869;0.016287108;0.019085751;0.031181875;0.592027507;0.018721079;0.383985569;0.135527365;0.04033042;0.435071676;0.134883579;0.299970491;0.361699053;0.135055047;0.201012055;0.114333829;0.503073378;0.642621009;0.516533822;0.969374464;0.608369954;0.253797364;0.263275286;0.263679822;0.348637525;0.975580818;0.381788143;0.233448949;0.38448171;0.591558213;0.186639748;0.191477892;0.240933816;0.187249366;0.209266061;0.089240074;0.454174409;0.282271104;0.524775255;0.283592547;0.880046165;0.278354826
366;0.020621831;0.01045296;0.017429878;0.021088167;0.019887871;0.470862043;0.021927072;0.018979199;0.516979944;0.033285633;0.016360048;1.054647425;0.060367716;0.04433762;0.027179798;0.134377312;0.188762419;0.289022881;0.07890292;0.023108126;0.293305558;0.03290392;0.087438021;0.016864655;0.019206804;0.03077207;0.601261536;0.018328785;0.391331072;0.13788376;0.040294255;0.442696537;0.13691472;0.304181832;0.368374678;0.137060284;0.205684152;0.116857934;0.514240585;0.646467153;0.520105689;0.97444803;0.612953512;0.25683674;0.265241459;0.267121441;0.351993263;0.983078261;0.384985243;0.235937534;0.385684216;0.595676991;0.189303395;0.195517859;0.242594928;0.189063231;0.212550348;0.091921152;0.459872824;0.284859533;0.531782052;0.288260208;0.88526014;0.282684669
367;0.02036792;0.010310791;0.016958931;0.021250514;0.01984373;0.477071173;0.022179164;0.018789442;0.521308513;0.03398019;0.016605308;1.069636699;0.061375817;0.045636768;0.027276411;0.134404599;0.191785927;0.292546365;0.080251292;0.023993545;0.298043878;0.033231147;0.088050055;0.017186736;0.018261187;0.030014459;0.609567633;0.017638208;0.398438929;0.139130056;0.041319794;0.449204402;0.138918125;0.30893316;0.374725812;0.139193297;0.209964398;0.11904273;0.524982915;0.649902325;0.524093851;0.979295578;0.61592142;0.258998102;0.266863973;0.27034583;0.354722945;0.990350653;0.387199018;0.237924693;0.386962964;0.598487709;0.191422061;0.198652213;0.244229239;0.190570516;0.215387244;0.094101275;0.464665578;0.287443552;0.537993988;0.291484573;0.890003581;0.286293749
368;0.021572166;0.010855928;0.017376407;0.021881557;0.020594583;0.484327846;0.023464752;0.019586158;0.526149929;0.034760517;0.016786232;1.082975075;0.062423918;0.046934529;0.027551068;0.134545358;0.193646257;0.296351637;0.081558789;0.024845359;0.300954;0.03338107;0.088040981;0.018047328;0.020625743;0.032232583;0.619024374;0.018803414;0.405715216;0.13943282;0.044133819;0.456457603;0.141127081;0.314912242;0.379722886;0.141706794;0.212738954;0.120813883;0.534992381;0.653575445;0.528762542;0.98482748;0.619079902;0.26071065;0.268395679;0.273276928;0.357608028;0.998080458;0.389148321;0.239931637;0.38957561;0.601108247;0.193558;0.201234061;0.246382425;0.191953212;0.216926486;0.095696489;0.469391518;0.289357236;0.544464896;0.29223379;0.896302263;0.288751613
369;0.021584382;0.010687497;0.017786882;0.022432569;0.021212022;0.490085818;0.023629693;0.019645838;0.530749884;0.035883083;0.016874548;1.097980733;0.061893708;0.046181529;0.027408785;0.134705983;0.1963333;0.299887458;0.084410948;0.023124669;0.303331694;0.034102122;0.088519208;0.017637569;0.020444863;0.032321526;0.629035701;0.019912577;0.413217792;0.141064263;0.044656667;0.462026054;0.141929548;0.319789102;0.38387325;0.143121021;0.216451025;0.122144767;0.544477463;0.655990468;0.532144479;0.986794168;0.6225843;0.263818031;0.271055042;0.276656454;0.361577273;1.003403496;0.391327792;0.240992176;0.390422176;0.604564273;0.196475231;0.204592708;0.247212578;0.194592082;0.219082438;0.097117113;0.471868859;0.29118896;0.550087486;0.295219819;0.901324515;0.291161919
370;0.021180749;0.010532153;0.01805735;0.022708849;0.021239055;0.495892822;0.023491693;0.019778575;0.534587057;0.037271897;0.016954896;1.112595349;0.062278629;0.046242251;0.027668918;0.135529973;0.198928064;0.303268996;0.086747415;0.02258018;0.306263168;0.035303825;0.088195735;0.017051523;0.021484226;0.033072624;0.638689014;0.020848849;0.420427569;0.143095544;0.044578567;0.468783437;0.142806309;0.324122774;0.388715118;0.144610127;0.219972223;0.123779749;0.554470765;0.658787807;0.534871533;0.988456034;0.626036206;0.266344503;0.272862466;0.279257673;0.364300175;1.008577646;0.392707542;0.242259511;0.391717776;0.607901194;0.198371324;0.207363994;0.248001896;0.196478533;0.22099873;0.098089705;0.474577141;0.293512555;0.555749628;0.298143324;0.905208528;0.293326371
371;0.020992682;0.010527146;0.018102327;0.022776035;0.021115045;0.501784541;0.023675938;0.020059606;0.537680624;0.038633239;0.017123008;1.125290374;0.063370986;0.047278096;0.028527115;0.13654238;0.201195614;0.306545968;0.088214705;0.02344492;0.309395543;0.036548611;0.087592975;0.016991271;0.023206542;0.03469741;0.647251362;0.021908841;0.427354174;0.144649199;0.04546625;0.477005789;0.144481216;0.328452105;0.394432628;0.146328899;0.223563565;0.126204761;0.564997985;0.661447202;0.537443558;0.990800808;0.629281825;0.268198799;0.273546136;0.281028067;0.366113469;1.014134713;0.393655018;0.243595596;0.39360769;0.610161128;0.199329659;0.209429919;0.249297628;0.197465264;0.222679818;0.099056167;0.477920163;0.295819824;0.56084763;0.300187302;0.908097456;0.295158675
372;0.021406372;0.010391746;0.017904872;0.022898977;0.021824494;0.506749396;0.024543463;0.020063268;0.540452676;0.039640332;0.017458453;1.135342817;0.063153848;0.047568398;0.029634581;0.136566997;0.203416184;0.309695353;0.08980653;0.023447666;0.311418237;0.03724131;0.088346662;0.017725994;0.022273097;0.035463007;0.654230693;0.023546466;0.434277727;0.145058647;0.048291857;0.484842405;0.146907074;0.333138781;0.400089762;0.147699904;0.228310155;0.1295027;0.575227981;0.662125803;0.540160127;0.992913972;0.632279796;0.270558761;0.27415626;0.282798387;0.369129853;1.019167296;0.395390649;0.243980676;0.394696776;0.610611543;0.200805694;0.211557763;0.250934174;0.198733302;0.224666383;0.100868889;0.480671909;0.296948833;0.563881006;0.30176774;0.910194316;0.296642803
373;0.02166738;0.010696347;0.017846126;0.023312019;0.022554591;0.511662805;0.025494116;0.020656977;0.542918523;0.041656347;0.017738672;1.146119024;0.063888146;0.049144065;0.030094125;0.136435168;0.20503693;0.312276034;0.092446046;0.024195067;0.313152222;0.038061071;0.088097305;0.018364757;0.024600888;0.035709457;0.660276154;0.024230944;0.439651296;0.144999129;0.048347957;0.490178446;0.148396291;0.336762268;0.404297836;0.149491054;0.231309621;0.131431484;0.583697801;0.664271882;0.543033141;0.993741516;0.634235235;0.271767151;0.275428548;0.28522009;0.371628992;1.023063928;0.396139744;0.244204978;0.395259018;0.6113506;0.203007786;0.213361151;0.251509233;0.199576282;0.225588937;0.102738449;0.482429125;0.298354085;0.567593631;0.303714631;0.913415266;0.297555026
374;0.021663599;0.010983166;0.017981724;0.023977421;0.023025975;0.515939528;0.026406858;0.021086256;0.544610881;0.043631984;0.018120449;1.156796515;0.064921457;0.050135316;0.030333532;0.13685144;0.206607855;0.314453705;0.094817387;0.024863349;0.314743532;0.039183483;0.087721523;0.018745387;0.026038129;0.03663583;0.666341128;0.024521708;0.444380834;0.146322588;0.04848986;0.494933241;0.149347607;0.340384462;0.408419488;0.151561429;0.233848166;0.132811826;0.591351781;0.667024924;0.545167662;0.992978803;0.636149265;0.273095345;0.276798688;0.287271322;0.3739111;1.026186208;0.39661163;0.245345933;0.396052952;0.612080815;0.20537385;0.21538918;0.251913496;0.200817599;0.226784221;0.104528027;0.484150705;0.300062737;0.571711572;0.305728312;0.916369055;0.29888948
375;0.02156215;0.011048545;0.018269426;0.024712945;0.023282826;0.519485261;0.02719301;0.021056547;0.545622477;0.044852695;0.018634016;1.166249807;0.065849327;0.050062753;0.030784085;0.137877269;0.208527673;0.316406664;0.096317332;0.025099058;0.31636726;0.040785946;0.088041833;0.018987285;0.024622162;0.038345964;0.672411905;0.025194177;0.44903682;0.149164805;0.050497655;0.50027152;0.150282151;0.344456916;0.413006503;0.153277486;0.236763552;0.134279636;0.598682496;0.669272579;0.546435577;0.990748885;0.63863582;0.275245711;0.277870286;0.288472681;0.376247285;1.029304617;0.397607841;0.247537693;0.39746138;0.612525573;0.207481299;0.217946095;0.252901975;0.202700707;0.229106381;0.106145578;0.486322292;0.301866418;0.575495228;0.307442402;0.918329491;0.301011045
376;0.021915418;0.011591496;0.018583095;0.025116883;0.02389076;0.523797913;0.027563551;0.021812667;0.54741973;0.045990512;0.018917986;1.173917906;0.067756447;0.052714352;0.031387106;0.1382767;0.210647644;0.31814899;0.098537967;0.026403417;0.318649689;0.043457936;0.088767619;0.019485467;0.026302759;0.038098484;0.676343623;0.0269;0.452571468;0.149770468;0.05143197;0.50435206;0.151216444;0.347405235;0.415879798;0.153128062;0.2384535;0.134954825;0.604433469;0.670722934;0.548607419;0.98754081;0.64091211;0.276818411;0.279145795;0.289933297;0.378208895;1.033904595;0.399528362;0.248959851;0.399166494;0.613326535;0.209543883;0.220604754;0.254232549;0.203795943;0.231773162;0.107208192;0.488070301;0.303617737;0.578189189;0.308695271;0.921069139;0.30263144
377;0.02208767;0.011873655;0.019149019;0.025620954;0.024177675;0.526827257;0.028444337;0.022142255;0.548782082;0.047464876;0.01911702;1.1829393;0.069939574;0.054892927;0.032534027;0.138979007;0.212164086;0.31957085;0.100903886;0.026695241;0.319504812;0.044734399;0.089843736;0.020339823;0.028537827;0.039652251;0.679468069;0.028009123;0.45622568;0.149956567;0.05167809;0.508504541;0.152238452;0.349674164;0.419298141;0.153293828;0.240554335;0.135541193;0.609518671;0.672833121;0.55091712;0.984616063;0.643910722;0.278753331;0.279984136;0.29243935;0.380343784;1.037842775;0.400441614;0.250166839;0.399273159;0.614011437;0.211152476;0.223608915;0.255617737;0.205299522;0.233329997;0.109603052;0.489164352;0.305042866;0.581483651;0.310334769;0.924432259;0.304503472
378;0.022234641;0.012044514;0.019612184;0.026230407;0.024526874;0.529189301;0.029432049;0.022296256;0.549602206;0.049081754;0.019520587;1.19273944;0.071944235;0.056206407;0.033432697;0.139682079;0.213124309;0.320855601;0.103136971;0.026489326;0.31992201;0.045772581;0.090283605;0.021133604;0.029684122;0.04141283;0.68226924;0.028953035;0.458869851;0.150478456;0.051826284;0.512517689;0.153162914;0.351658847;0.42236797;0.154049353;0.242775838;0.136714768;0.614124495;0.675499175;0.552994422;0.981477637;0.64721616;0.280746771;0.280345769;0.295165715;0.382734641;1.041411727;0.400716726;0.251681564;0.398518081;0.614734181;0.213433935;0.226746306;0.257012987;0.206729706;0.234652359;0.112761833;0.490557965;0.306536277;0.585542463;0.312606633;0.927182559;0.306634023
379;0.02271815;0.012486794;0.019589597;0.02686412;0.025509912;0.532300547;0.029852894;0.022906305;0.550330999;0.050564621;0.020310474;1.201546107;0.073553294;0.057343716;0.03330995;0.139850869;0.213980636;0.32223158;0.105105367;0.027039611;0.321539179;0.048441187;0.08940678;0.021400105;0.028966962;0.040649554;0.684800722;0.030514184;0.459274695;0.151544772;0.052584466;0.515808114;0.153947407;0.353632272;0.423588633;0.155042921;0.244328824;0.138766998;0.618095613;0.678040234;0.554749092;0.977114915;0.649927078;0.282257711;0.280553669;0.296883276;0.385245051;1.045753511;0.401567634;0.253944082;0.398561781;0.615847291;0.217447977;0.229767284;0.258495332;0.207392338;0.237167074;0.115339058;0.493287805;0.3086305;0.590016298;0.315548721;0.92832424;0.308801419
380;0.02328419;0.012810221;0.019991117;0.028043069;0.026303165;0.535627364;0.030823629;0.023321428;0.551930896;0.052967467;0.02067132;1.210467033;0.075541513;0.058751407;0.034422738;0.140481212;0.215257581;0.323512723;0.107014311;0.027518439;0.321947976;0.049703434;0.090476097;0.021686086;0.029195211;0.041012805;0.686168331;0.030220883;0.461194874;0.152188561;0.054349849;0.519317242;0.156283081;0.354860886;0.425404432;0.157253755;0.246290332;0.140011461;0.620852638;0.680431748;0.557087329;0.972158351;0.651576949;0.284092671;0.28136729;0.298128752;0.387602631;1.050923158;0.403181883;0.256539234;0.399509223;0.617366901;0.220131875;0.233165187;0.2600991;0.209084013;0.239262685;0.117777073;0.495768262;0.31090202;0.595371404;0.319651633;0.93103918;0.311019074
381;0.023320503;0.013059279;0.019931161;0.028667435;0.026947871;0.538865076;0.031583757;0.023697387;0.554014174;0.054850731;0.020955295;1.220002708;0.077446915;0.060509099;0.035361664;0.140676473;0.216135854;0.324239457;0.108724315;0.027955042;0.323035137;0.050982756;0.091174169;0.022547803;0.0295916;0.04226468;0.687864592;0.030335584;0.46293877;0.152852014;0.054931996;0.522242908;0.157326157;0.356263846;0.427886418;0.158326554;0.247774825;0.140208739;0.623502445;0.68307634;0.558997644;0.966985665;0.653564202;0.286857131;0.282900236;0.301033001;0.390193528;1.056513958;0.404867778;0.260029309;0.400068901;0.619154484;0.223437654;0.23730777;0.262173535;0.212049301;0.24193299;0.120485094;0.498540446;0.313507252;0.601558517;0.323937644;0.934593407;0.313924849
382;0.022988778;0.013266943;0.019462077;0.028650136;0.027257135;0.542207441;0.031902697;0.024195587;0.556432463;0.055961264;0.021416226;1.230138211;0.079019584;0.06238152;0.035653693;0.14059976;0.216595518;0.324745998;0.110291247;0.028710833;0.324932893;0.05267241;0.090694285;0.023506822;0.029810135;0.04341921;0.690697349;0.031603364;0.463904091;0.153769256;0.054433518;0.524567476;0.15696886;0.358259683;0.430794495;0.158081128;0.248899173;0.140155857;0.626703494;0.685940415;0.560596152;0.961975922;0.656483493;0.290265142;0.284848162;0.305478933;0.393212992;1.062371038;0.406297209;0.26435846;0.400220067;0.621326189;0.227731119;0.242085069;0.264773599;0.215663005;0.245508625;0.123750304;0.501700758;0.316406223;0.608784876;0.328230222;0.938288916;0.317674905
383;0.023316698;0.013417874;0.019802682;0.029142763;0.0267321;0.546372387;0.03228772;0.024913026;0.559424158;0.057550664;0.022090806;1.240357967;0.080357507;0.063846365;0.036163252;0.141710222;0.217598482;0.326231715;0.111997825;0.030433241;0.325519861;0.05366788;0.090365977;0.022978906;0.030296395;0.043031379;0.694487402;0.032681916;0.465162762;0.15481303;0.055676615;0.527250741;0.158471158;0.360555873;0.433736453;0.158987644;0.251018482;0.141618791;0.63043423;0.688473845;0.563383258;0.957508382;0.659863937;0.293089242;0.286527632;0.308767345;0.39658334;1.068671648;0.407639444;0.268723195;0.401461573;0.62428736;0.231216947;0.246882911;0.267607113;0.218512126;0.24937792;0.127704581;0.504684683;0.319302975;0.617569724;0.333355164;0.941828067;0.321841429
384;0.02371776;0.013498427;0.019931428;0.030158854;0.027508117;0.55111482;0.033508488;0.025664353;0.562855718;0.059040419;0.022406228;1.251507255;0.082946214;0.065110378;0.036927265;0.142304236;0.218913022;0.328095877;0.113560769;0.03049999;0.326081468;0.055040435;0.089987006;0.023133837;0.03181636;0.044366038;0.697306291;0.033398308;0.468157847;0.156475787;0.058245636;0.531076749;0.161113733;0.363514869;0.436336621;0.162034561;0.253314504;0.143853125;0.635087048;0.691361938;0.566720333;0.952511807;0.663471717;0.296387752;0.28773094;0.311191418;0.400825534;1.075446742;0.40966977;0.272599326;0.402968867;0.627883045;0.235809205;0.252364926;0.270221374;0.221529143;0.253258652;0.132268124;0.507311129;0.32253149;0.626485002;0.338217636;0.94632112;0.325251334
